,Actual_Price,Predicted_LR,Predicted_MLP
738,0.6311223727234679,0.6919456827766599,0.5903915358944904
728,-0.9366633694339884,-0.6500999572818027,-0.8139888528714807
795,-0.0638181158215038,-0.40538511922016984,-0.6534942756167921
466,-0.3695919307812914,-0.5708078419055405,-0.3458790281793586
159,-0.5641752675738835,-0.6773866699636115,-0.768645816923524
196,0.0473723623456916,0.26079745508301744,0.29298142324441373
495,-0.8977467020754699,-0.6075862830018457,-0.40837698192629285
331,1.7986223934790204,2.048707048251667,1.9638313936459773
45,0.2141580795964849,-0.20492120120667745,-0.11110638847862248
342,0.3531461773054792,-0.0264822672746452,-0.05445340558768558
120,-0.7031633652828778,-0.9188468221087012,-0.7957782853220043
89,0.9090985681414566,16.813093380741172,10.294127210133674
107,-0.0638181158215038,-0.5143030620673963,-0.6498996348060235
